25000
0	2.706793e+00	1.626960e+00	2.234216e+00	0.000000e+00	0.000000e+00
1	2.234216e+00	2.536867e-01	1.687426e+00	0.000000e+00	0.000000e+00
2	1.687426e+00	4.506569e-01	3.739680e+00	0.000000e+00	0.000000e+00
3	3.739680e+00	3.996791e+00	2.357317e+00	0.000000e+00	0.000000e+00
4	2.357317e+00	5.465388e-01	3.538369e+00	0.000000e+00	0.000000e+00
5	3.538369e+00	2.482803e+00	3.645353e+00	0.000000e+00	0.000000e+00
6	3.645353e+00	1.626181e+00	2.703435e-01	0.000000e+00	0.000000e+00
7	2.703435e-01	2.297514e+00	3.183950e+00	0.000000e+00	0.000000e+00
8	3.183950e+00	2.139133e-01	2.464753e+00	0.000000e+00	0.000000e+00
9	2.464753e+00	1.303630e+00	2.598850e+00	0.000000e+00	0.000000e+00
10	2.598850e+00	1.042352e-02	1.532807e+00	0.000000e+00	0.000000e+00
11	1.532807e+00	2.244639e+00	2.955008e+00	0.000000e+00	0.000000e+00
12	2.955008e+00	3.932065e+00	5.125378e-01	0.000000e+00	0.000000e+00
13	5.125378e-01	3.671746e+00	6.403478e-01	0.000000e+00	0.000000e+00
14	6.403478e-01	2.029063e+00	3.890439e+00	0.000000e+00	0.000000e+00
15	3.890439e+00	1.567432e+00	2.875497e+00	0.000000e+00	0.000000e+00
16	2.875497e+00	1.212785e+00	2.304616e+00	0.000000e+00	0.000000e+00
17	2.304616e+00	1.483129e+00	8.306468e-01	0.000000e+00	0.000000e+00
18	8.306468e-01	6.670784e-01	5.860725e-01	0.000000e+00	0.000000e+00
19	5.860725e-01	3.131832e+00	1.493581e+00	0.000000e+00	0.000000e+00
20	1.493581e+00	1.730682e+00	2.804925e-02	0.000000e+00	0.000000e+00
21	2.804925e-02	3.263488e+00	2.816204e+00	0.000000e+00	0.000000e+00
22	2.816204e+00	2.218496e+00	2.055016e+00	0.000000e+00	0.000000e+00
23	2.055016e+00	2.731034e+00	1.290618e+00	0.000000e+00	0.000000e+00
24	1.290618e+00	3.371382e+00	1.072759e+00	0.000000e+00	0.000000e+00
25	1.072759e+00	3.261821e+00	3.337703e+00	0.000000e+00	0.000000e+00
26	3.337703e+00	2.137317e+00	3.228828e+00	0.000000e+00	0.000000e+00
27	3.228828e+00	4.419331e-01	1.417466e+00	0.000000e+00	0.000000e+00
28	1.417466e+00	1.272580e+00	3.820017e+00	0.000000e+00	0.000000e+00
29	3.820017e+00	1.858652e+00	3.526199e+00	0.000000e+00	0.000000e+00
30	3.526199e+00	3.352234e+00	3.242804e+00	0.000000e+00	0.000000e+00
31	3.242804e+00	3.380283e+00	1.204049e+00	0.000000e+00	0.000000e+00
